1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.609946	0.000000	35.104479	0.010427	529.3
1	-0.611607	0.000000	35.104479	0.006114	73.9
2	-0.611942	0.000000	35.104479	0.004766	74.3
3	-0.612137	0.000000	35.104479	0.004129	69.5
4	-0.612528	0.000000	35.104479	0.003456	82.3
5	-0.612765	0.000000	35.104479	0.002925	74.5
6	-0.612907	0.000000	35.104479	0.002478	79.0
7	-0.612981	0.000000	35.104479	0.002119	53.2
8	-0.613009	0.000000	35.104479	0.001816	77.3
9	-0.613002	0.000000	35.104479	0.001548	52.0
10	-0.612979	0.000000	35.104479	0.001312	89.4
11	-0.612934	0.000000	35.104479	0.001133	49.9
12	-0.612888	0.000000	35.104479	0.000997	51.9
13	-0.612836	0.000000	35.104479	0.000895	66.5
14	-0.612792	0.000000	35.104479	0.000784	65.8
15	-0.612741	0.000000	35.104479	0.000698	66.6
16	-0.612691	0.000000	35.104479	0.000597	55.8
17	-0.612647	0.000000	35.104479	0.000538	46.5
18	-0.612604	0.000000	35.104479	0.000513	63.5
19	-0.612566	0.000000	35.104479	0.000465	68.9
20	-0.612527	0.000000	35.104479	0.000418	64.3
21	-0.612497	0.000000	35.104479	0.000366	57.8
22	-0.612470	0.000000	35.104479	0.000359	47.2
23	-0.612446	0.000000	35.104479	0.000340	49.4
24	-0.612423	0.000000	35.104479	0.000327	56.9
25	-0.612407	0.000000	35.104479	0.000340	59.9
26	-0.612392	0.000000	35.104479	0.000299	68.9
27	-0.612380	0.000000	35.104479	0.000274	67.5
28	-0.612373	0.000000	35.104479	0.000258	46.0
29	-0.612366	0.000000	35.104479	0.000292	44.4
30	-0.612360	0.000000	35.104479	0.000314	57.1
31	-0.612355	0.000000	35.104479	0.000311	65.8
32	-0.612352	0.000000	35.104479	0.000287	52.4
33	-0.612348	0.000000	35.104479	0.000291	63.7
34	-0.612343	0.000000	35.104479	0.000278	45.9
35	-0.612341	0.000000	35.104479	0.000282	50.5
36	-0.612337	0.000000	35.104479	0.000345	59.9
37	-0.612341	0.000000	35.104479	0.000409	60.8
38	-0.612348	0.000000	35.104479	0.000416	72.1
39	-0.612347	0.000000	35.104479	0.000449	64.6
40	-0.612351	0.000000	35.104479	0.000459	52.4
41	-0.612352	0.000000	35.104479	0.000485	56.6
42	-0.612352	0.000000	35.104479	0.000479	60.1
43	-0.612353	0.000000	35.104479	0.000477	58.4
44	-0.612350	0.000000	35.104479	0.000461	54.6
45	-0.612345	0.000000	35.104479	0.000432	57.0
46	-0.612340	0.000000	35.104479	0.000411	68.6
47	-0.612333	0.000000	35.104479	0.000389	48.1
48	-0.612329	0.000000	35.104479	0.000392	53.8
49	-0.612317	0.000000	35.104479	0.000397	65.6
50	-0.612316	0.000000	35.104479	0.000395	61.3
51	-0.612304	0.000000	35.104479	0.000353	74.9
52	-0.612294	0.000000	35.104479	0.000336	59.2
53	-0.612293	0.000000	35.104479	0.000340	44.3
54	-0.612264	0.000000	35.104479	0.000328	47.0
55	-0.612251	0.000000	35.104479	0.000315	59.8
56	-0.612235	0.000000	35.104479	0.000306	54.8
57	-0.612216	0.000000	35.104479	0.000304	61.9
58	-0.612200	0.000000	35.104479	0.000317	53.2
59	-0.612178	0.000000	35.104479	0.000301	63.3
60	-0.612160	0.000000	35.104479	0.000345	50.6
61	-0.612138	0.000000	35.104479	0.000361	66.0
62	-0.612120	0.000000	35.104479	0.000386	50.2
63	-0.612088	0.000000	35.104479	0.000417	37.6
64	-0.612054	0.000000	35.104479	0.000453	50.7
65	-0.612019	0.000000	35.104479	0.000415	55.9
66	-0.611976	0.000000	35.104479	0.000394	54.0
67	-0.611935	0.000000	35.104479	0.000369	61.3
68	-0.611896	0.000000	35.104479	0.000338	51.3
69	-0.611864	0.000000	35.104479	0.000338	54.2
70	-0.611836	0.000000	35.104479	0.000361	54.9
71	-0.611798	0.000000	35.104479	0.000408	70.2
72	-0.611765	0.000000	35.104479	0.000410	55.8
73	-0.611729	0.000000	35.104479	0.000405	70.6
74	-0.611690	0.000000	35.104479	0.000389	54.3
75	-0.611653	0.000000	35.104479	0.000394	61.2
76	-0.611611	0.000000	35.104479	0.000410	54.0
77	-0.611568	0.000000	35.104479	0.000434	61.8
78	-0.611525	0.000000	35.104479	0.000473	57.7
79	-0.611481	0.000000	35.104479	0.000583	61.9
80	-0.611431	0.000000	35.104479	0.000891	58.6
81	-0.611382	0.000000	35.104479	0.001405	84.1
82	-0.611331	0.000000	35.104479	0.001616	66.6
83	-0.611281	0.000000	35.104479	0.001356	73.0
84	-0.611201	0.000000	35.104479	0.001076	62.6
85	-0.611143	0.000000	35.104479	0.000872	78.1
86	-0.611113	0.000000	35.104479	0.000710	72.1
87	-0.611098	0.000000	35.104479	0.000579	71.2
88	-0.611102	0.000000	35.104479	0.000474	67.6
89	-0.611109	0.000000	35.104479	0.000389	65.7
90	-0.611113	0.000000	35.104479	0.000319	71.0
91	-0.611116	0.000000	35.104479	0.000262	50.8
92	-0.611118	0.000000	35.104479	0.000216	76.9
93	-0.611120	0.000000	35.104479	0.000178	54.8
