1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.566756	0.000000	14.377261	0.014914	675.6
1	-0.567730	0.000000	14.377261	0.009259	86.2
2	-0.568062	0.000000	14.377261	0.006252	87.2
3	-0.568302	0.000000	14.377261	0.003485	84.8
4	-0.568349	0.000000	14.377261	0.001257	83.1
5	-0.568326	0.000000	14.377261	0.000687	82.9
6	-0.568314	0.000000	14.377261	0.000481	89.3
7	-0.568308	0.000000	14.377261	0.000365	84.3
8	-0.568305	0.000000	14.377261	0.000283	84.6
9	-0.568303	0.000000	14.377261	0.000220	80.9
10	-0.568303	0.000000	14.377261	0.000172	89.0
11	-0.568303	0.000000	14.377261	0.000134	78.1
12	-0.568304	0.000000	14.377261	0.000105	88.8
13	-0.568304	0.000000	14.377261	0.000082	85.2
14	-0.568304	0.000000	14.377261	0.000064	79.7
15	-0.568304	0.000000	14.377261	0.000050	83.0
16	-0.568304	0.000000	14.377261	0.000040	89.0
17	-0.568304	0.000000	14.377261	0.000031	88.8
18	-0.568304	0.000000	14.377261	0.000025	88.4
19	-0.568304	0.000000	14.377261	0.000020	86.1
20	-0.568304	0.000000	14.377261	0.000016	89.2
21	-0.568304	0.000000	14.377261	0.000012	84.6
22	-0.568304	0.000000	14.377261	0.000010	86.7
23	-0.568304	0.000000	14.377261	0.000008	85.8
24	-0.568304	0.000000	14.377261	0.000006	87.9
25	-0.568304	0.000000	14.377261	0.000005	89.6
26	-0.568304	0.000000	14.377261	0.000004	88.6
27	-0.568304	0.000000	14.377261	0.000003	87.8
28	-0.568304	0.000000	14.377261	0.000003	92.3
29	-0.568304	0.000000	14.377261	0.000002	89.8
30	-0.568304	0.000000	14.377261	0.000002	88.3
31	-0.568304	0.000000	14.377261	0.000001	90.7
32	-0.568304	0.000000	14.377261	0.000001	89.2
33	-0.568304	0.000000	14.377261	0.000001	89.2
34	-0.568304	0.000000	14.377261	0.000001	90.0
35	-0.568304	0.000000	14.377261	0.000001	87.8
36	-0.568304	0.000000	14.377261	0.000001	89.6
37	-0.568304	0.000000	14.377261	0.000000	92.1
38	-0.568304	0.000000	14.377261	0.000000	81.9
39	-0.568304	0.000000	14.377261	0.000000	95.7
40	-0.568304	0.000000	14.377261	0.000000	95.5
41	-0.568304	0.000000	14.377261	0.000000	92.1
42	-0.568304	0.000000	14.377261	0.000000	88.5
43	-0.568304	0.000000	14.377261	0.000000	90.8
44	-0.568304	0.000000	14.377261	0.000000	90.7
45	-0.568304	0.000000	14.377261	0.000000	85.8
46	-0.568304	0.000000	14.377261	0.000000	93.9
47	-0.568304	0.000000	14.377261	0.000000	85.5
48	-0.568304	0.000000	14.377261	0.000000	93.8
49	-0.568304	0.000000	14.377261	0.000000	89.3
50	-0.568304	0.000000	14.377261	0.000000	89.6
51	-0.568304	0.000000	14.377261	0.000000	92.9
52	-0.568304	0.000000	14.377261	0.000000	86.9
53	-0.568304	0.000000	14.377261	0.000000	77.6
54	-0.568304	0.000000	14.377261	0.000000	80.8
55	-0.568304	0.000000	14.377261	0.000000	94.2
56	-0.568304	0.000000	14.377261	0.000000	89.2
57	-0.568304	0.000000	14.377261	0.000000	117.2
58	-0.568304	0.000000	14.377261	0.000000	143.3
59	-0.568304	0.000000	14.377261	0.000000	132.9
60	-0.568304	0.000000	14.377261	0.000000	86.7
61	-0.568304	0.000000	14.377261	0.000000	81.4
62	-0.568304	0.000000	14.377261	0.000000	87.5
63	-0.568304	0.000000	14.377261	0.000000	82.8
64	-0.568304	0.000000	14.377261	0.000000	82.8
65	-0.568304	0.000000	14.377261	0.000000	82.9
66	-0.568304	0.000000	14.377261	0.000000	81.2
67	-0.568304	0.000000	14.377261	0.000000	79.8
68	-0.568304	0.000000	14.377261	0.000000	88.7
69	-0.568304	0.000000	14.377261	0.000000	85.2
70	-0.568304	0.000000	14.377261	0.000000	85.7
71	-0.568304	0.000000	14.377261	0.000000	93.5
72	-0.568304	0.000000	14.377261	0.000000	85.3
73	-0.568304	0.000000	14.377261	0.000000	87.5
74	-0.568304	0.000000	14.377261	0.000000	91.7
75	-0.568304	0.000000	14.377261	0.000000	85.5
76	-0.568304	0.000000	14.377261	0.000000	78.8
77	-0.568304	0.000000	14.377261	0.000000	80.6
78	-0.568304	0.000000	14.377261	0.000000	75.8
79	-0.568304	0.000000	14.377261	0.000000	79.8
80	-0.568304	0.000000	14.377261	0.000000	79.4
81	-0.568304	0.000000	14.377261	0.000000	84.4
82	-0.568304	0.000000	14.377261	0.000000	76.3
83	-0.568304	0.000000	14.377261	0.000000	76.0
84	-0.568304	0.000000	14.377261	0.000000	83.2
85	-0.568304	0.000000	14.377261	0.000000	79.0
86	-0.568304	0.000000	14.377261	0.000000	80.9
87	-0.568304	0.000000	14.377261	0.000000	81.1
88	-0.568304	0.000000	14.377261	0.000000	79.8
89	-0.568304	0.000000	14.377261	0.000000	80.1
90	-0.568304	0.000000	14.377261	0.000000	81.2
91	-0.568304	0.000000	14.377261	0.000000	78.3
92	-0.568304	0.000000	14.377261	0.000000	81.9
93	-0.568304	0.000000	14.377261	0.000000	83.1
94	-0.568304	0.000000	14.377261	0.000000	81.2
95	-0.568304	0.000000	14.377261	0.000000	83.3
96	-0.568304	0.000000	14.377261	0.000000	85.5
97	-0.568304	0.000000	14.377261	0.000000	90.0
98	-0.568304	0.000000	14.377261	0.000000	89.9
99	-0.568304	0.000000	14.377261	0.000000	86.1
100	-0.568304	0.000000	14.377261	0.000000	84.3
101	-0.568304	0.000000	14.377261	0.000000	87.2
102	-0.568304	0.000000	14.377261	0.000000	82.8
103	-0.568304	0.000000	14.377261	0.000000	83.8
104	-0.568304	0.000000	14.377261	0.000000	87.3
105	-0.568304	0.000000	14.377261	0.000000	84.7
106	-0.568304	0.000000	14.377261	0.000000	88.1
107	-0.568304	0.000000	14.377261	0.000000	88.7
108	-0.568304	0.000000	14.377261	0.000000	79.9
109	-0.568304	0.000000	14.377261	0.000000	92.4
110	-0.568304	0.000000	14.377261	0.000000	85.6
111	-0.568304	0.000000	14.377261	0.000000	90.8
112	-0.568304	0.000000	14.377261	0.000000	91.0
113	-0.568304	0.000000	14.377261	0.000000	91.4
114	-0.568304	0.000000	14.377261	0.000000	92.4
115	-0.568304	0.000000	14.377261	0.000000	91.3
116	-0.568304	0.000000	14.377261	0.000000	90.8
117	-0.568304	0.000000	14.377261	0.000000	94.3
118	-0.568304	0.000000	14.377261	0.000000	89.5
119	-0.568304	0.000000	14.377261	0.000000	92.9
120	-0.568304	0.000000	14.377261	0.000000	85.9
121	-0.568304	0.000000	14.377261	0.000000	89.4
122	-0.568304	0.000000	14.377261	0.000000	91.9
123	-0.568304	0.000000	14.377261	0.000000	82.5
124	-0.568304	0.000000	14.377261	0.000000	94.0
125	-0.568304	0.000000	14.377261	0.000000	93.6
126	-0.568304	0.000000	14.377261	0.000000	91.5
127	-0.568304	0.000000	14.377261	0.000000	81.6
128	-0.568304	0.000000	14.377261	0.000000	92.1
129	-0.568304	0.000000	14.377261	0.000000	88.6
130	-0.568304	0.000000	14.377261	0.000000	85.2
131	-0.568304	0.000000	14.377261	0.000000	82.7
132	-0.568304	0.000000	14.377261	0.000000	91.6
133	-0.568304	0.000000	14.377261	0.000000	94.3
134	-0.568304	0.000000	14.377261	0.000000	91.3
135	-0.568304	0.000000	14.377261	0.000000	85.4
136	-0.568304	0.000000	14.377261	0.000000	84.2
137	-0.568304	0.000000	14.377261	0.000000	84.2
138	-0.568304	0.000000	14.377261	0.000000	85.2
139	-0.568304	0.000000	14.377261	0.000000	94.9
140	-0.568304	0.000000	14.377261	0.000000	89.0
141	-0.568304	0.000000	14.377261	0.000000	90.9
142	-0.568304	0.000000	14.377261	0.000000	90.0
143	-0.568304	0.000000	14.377261	0.000000	85.8
144	-0.568304	0.000000	14.377261	0.000000	90.7
145	-0.568304	0.000000	14.377261	0.000000	84.2
146	-0.568304	0.000000	14.377261	0.000000	87.5
147	-0.568304	0.000000	14.377261	0.000000	83.8
148	-0.568304	0.000000	14.377261	0.000000	91.7
149	-0.568304	0.000000	14.377261	0.000000	83.4
150	-0.568304	0.000000	14.377261	0.000000	85.2
151	-0.568304	0.000000	14.377261	0.000000	89.5
152	-0.568304	0.000000	14.377261	0.000000	88.3
153	-0.568304	0.000000	14.377261	0.000000	87.2
154	-0.568304	0.000000	14.377261	0.000000	90.6
155	-0.568304	0.000000	14.377261	0.000000	76.5
156	-0.568304	0.000000	14.377261	0.000000	81.0
157	-0.568304	0.000000	14.377261	0.000000	87.2
158	-0.568304	0.000000	14.377261	0.000000	80.8
159	-0.568304	0.000000	14.377261	0.000000	84.6
160	-0.568304	0.000000	14.377261	0.000000	85.7
161	-0.568304	0.000000	14.377261	0.000000	87.2
162	-0.568304	0.000000	14.377261	0.000000	85.4
163	-0.568304	0.000000	14.377261	0.000000	87.3
164	-0.568304	0.000000	14.377261	0.000000	82.2
165	-0.568304	0.000000	14.377261	0.000000	92.4
166	-0.568304	0.000000	14.377261	0.000000	95.0
167	-0.568304	0.000000	14.377261	0.000000	96.0
168	-0.568304	0.000000	14.377261	0.000000	92.8
169	-0.568304	0.000000	14.377261	0.000000	95.5
170	-0.568304	0.000000	14.377261	0.000000	85.2
171	-0.568304	0.000000	14.377261	0.000000	87.4
172	-0.568304	0.000000	14.377261	0.000000	88.8
173	-0.568304	0.000000	14.377261	0.000000	96.7
174	-0.568304	0.000000	14.377261	0.000000	86.3
175	-0.568304	0.000000	14.377261	0.000000	90.4
176	-0.568304	0.000000	14.377261	0.000000	90.4
177	-0.568304	0.000000	14.377261	0.000000	89.1
178	-0.568304	0.000000	14.377261	0.000000	92.2
179	-0.568304	0.000000	14.377261	0.000000	81.6
180	-0.568304	0.000000	14.377261	0.000000	91.4
181	-0.568304	0.000000	14.377261	0.000000	86.8
182	-0.568304	0.000000	14.377261	0.000000	95.6
183	-0.568304	0.000000	14.377261	0.000000	89.9
184	-0.568304	0.000000	14.377261	0.000000	90.2
185	-0.568304	0.000000	14.377261	0.000000	82.8
186	-0.568304	0.000000	14.377261	0.000000	83.8
187	-0.568304	0.000000	14.377261	0.000000	94.6
188	-0.568304	0.000000	14.377261	0.000000	85.8
189	-0.568304	0.000000	14.377261	0.000000	78.7
190	-0.568304	0.000000	14.377261	0.000000	85.4
191	-0.568304	0.000000	14.377261	0.000000	81.5
192	-0.568304	0.000000	14.377261	0.000000	83.9
193	-0.568304	0.000000	14.377261	0.000000	87.7
194	-0.568304	0.000000	14.377261	0.000000	90.5
195	-0.568304	0.000000	14.377261	0.000000	80.5
196	-0.568304	0.000000	14.377261	0.000000	87.1
197	-0.568304	0.000000	14.377261	0.000000	94.3
